#Rank	Path	LengthInKmers	Flows
0	1054000000	146	2
1	1069000001	148	2
3	1023000003	163	2
0	1058000000	144	2
1	1070000001	148	2
3	1024000003	163	2
0	1059000000	143	2
1	1071000001	148	2
3	1025000003	162	2
0	1060000000	143	2
3	1026000003	162	2
0	1061000000	143	2
3	1027000003	162	2
0	1062000000	143	2
3	1028000003	162	2
0	1063000000	142	2
0	1064000000	142	2
3	1029000003	162	2
1	1072000001	364	3
0	1066000000	142	2
3	1030000003	161	2
1	1073000001	146	2
0	1067000000	142	2
3	1031000003	161	2
1	1074000001	145	2
0	1068000000	142	2
3	1032000003	161	2
1	1075000001	145	2
0	1069000000	141	2
3	1033000003	161	2
1	1076000001	145	2
0	1070000000	141	2
3	1034000003	160	2
1	1078000001	144	2
0	1072000000	140	2
1	1079000001	144	2
0	1073000000	140	2
1	1080000001	144	2
0	1074000000	140	2
1	1081000001	144	2
0	1075000000	139	2
1	1082000001	143	2
0	1076000000	139	2
1	1083000001	143	2
0	1077000000	139	2
1	1084000001	143	2
0	1078000000	139	2
1	1085000001	143	2
0	1079000000	139	2
1	1087000001	143	2
0	1080000000	138	2
1	1089000001	141	2
1	1090000001	141	2
1	1091000001	141	2
0	1082000000	142	3
1	1092000001	141	2
0	1083000000	151	2
0	1085000000	153	3
1	1093000001	327	3
0	1086000000	135	2
0	1087000000	134	2
1	1094000001	139	2
1	1095000001	139	2
1	1096000001	138	2
1	1097000001	138	2
1	1099000001	137	2
0	1088000000	182	3
1	1102000001	136	2
0	1089000000	134	2
1	1104000001	136	2
0	1090000000	134	2
1	1105000001	135	2
0	1091000000	319	4
0	1092000000	132	2
1	1106000001	419	3
0	1093000000	132	2
1	1107000001	134	2
0	1094000000	132	2
1	1110000001	133	2
0	1097000000	131	2
1	1111000001	131	2
0	1099000000	215	3
0	1101000000	129	2
1	1112000001	741	3
0	1102000000	811	3
1	1113000001	131	2
0	1103000000	129	2
0	1104000000	129	2
1	1114000001	151	3
0	1105000000	129	2
1	1115000001	131	2
0	1106000000	129	2
1	1116000001	130	2
0	1107000000	128	2
1	1117000001	128	2
0	1109000000	127	2
1	1118000001	128	2
0	1110000000	127	2
1	1119000001	128	2
0	1111000000	127	2
0	1113000000	125	2
1	1120000001	128	2
0	1114000000	125	2
1	1121000001	128	2
0	1115000000	125	2
1	1122000001	127	2
0	1117000000	124	2
0	1118000000	124	2
1	1123000001	127	2
0	1119000000	123	2
1	1124000001	127	2
0	1120000000	123	2
1	1125000001	127	2
0	1121000000	122	2
1	1126000001	127	2
0	1122000000	121	2
0	1123000000	121	2
1	1127000001	126	2
0	1125000000	120	2
1	1129000001	126	2
1	1130000001	125	2
0	1127000000	120	2
1	1131000001	124	2
0	1128000000	120	2
1	1132000001	124	2
0	1129000000	120	2
0	1130000000	118	2
0	1132000000	118	2
1	1133000001	133	3
0	1134000000	117	2
1	1134000001	122	2
3	1035000003	3771	3
1	1136000001	121	2
3	1036000003	160	2
1	1137000001	121	2
3	1037000003	159	2
1	1138000001	121	2
3	1039000003	158	2
1	1140000001	120	2
3	1040000003	158	2
3	1041000003	158	2
0	1135000000	334	3
0	1136000000	116	2
3	1042000003	157	2
1	1141000001	361	2
0	1137000000	116	2
1	1142000001	119	2
3	1043000003	157	2
0	1138000000	116	2
1	1143000001	118	2
3	1044000003	157	2
0	1139000000	116	2
1	1144000001	118	2
0	1140000000	115	2
1	1145000001	118	2
3	1045000003	157	2
0	1141000000	115	2
1	1146000001	117	2
1	1147000001	117	2
0	1142000000	120	2
1	1148000001	117	2
0	1143000000	114	2
1	1149000001	117	2
0	1144000000	114	2
1	1150000001	116	2
0	1145000000	114	2
1	1152000001	115	2
0	1146000000	113	2
1	1153000001	115	2
0	1147000000	113	2
1	1154000001	115	2
1	1155000001	284	3
1	1156000001	113	2
0	1148000000	299	3
1	1157000001	113	2
0	1149000000	112	2
1	1158000001	113	2
1	1159000001	113	2
0	1150000000	147	2
0	1151000000	111	2
0	1152000000	110	2
1	1160000001	129	3
0	1153000000	110	2
1	1161000001	110	2
0	1154000000	110	2
1	1163000001	110	2
0	1155000000	109	2
1	1164000001	220	2
0	1156000000	109	2
1	1165000001	109	2
0	1157000000	109	2
0	1158000000	109	2
0	1159000000	109	2
0	1160000000	108	2
0	1163000000	107	2
0	1164000000	107	2
0	1165000000	107	2
0	1167000000	107	2
0	1168000000	106	2
0	1169000000	105	2
0	1170000000	105	2
0	1171000000	104	2
0	1172000000	103	2
0	1173000000	103	2
0	1174000000	103	2
0	1175000000	103	2
0	1176000000	102	2
0	1177000000	151	3
0	1178000000	102	2
0	1179000000	101	2
0	1180000000	112	2
0	1181000000	101	2
0	1182000000	100	2
0	1183000000	100	2
0	1184000000	100	2
0	1185000000	100	2
0	1186000000	100	2
0	1187000000	99	2
0	1188000000	99	2
0	1189000000	99	2
0	1190000000	98	2
0	1191000000	98	2
3	1046000003	1277	3
0	1192000000	98	2
0	1193000000	98	2
3	1047000003	156	2
0	1194000000	98	2
3	1048000003	156	2
0	1196000000	98	2
0	1197000000	98	2
0	1199000000	97	2
3	1049000003	220	3
0	1201000000	97	2
0	1202000000	96	2
3	1050000003	156	2
0	1203000000	96	2
3	1051000003	156	2
0	1204000000	96	2
0	1205000000	95	2
3	1052000003	156	2
0	1206000000	95	2
0	1207000000	95	2
3	1054000003	162	2
0	1208000000	94	2
3	1056000003	154	2
0	1209000000	93	2
3	1058000003	154	2
3	1059000003	162	3
3	1060000003	154	2
3	1061000003	153	2
3	1063000003	164	3
3	1064000003	152	2
3	1065000003	150	2
3	1066000003	150	2
3	1067000003	150	2
3	1068000003	149	2
3	1069000003	149	2
3	1070000003	148	2
3	1071000003	148	2
3	1072000003	148	2
3	1073000003	148	2
3	1074000003	147	2
3	1075000003	147	2
3	1076000003	146	2
3	1077000003	146	2
3	1078000003	377	3
3	1079000003	145	2
3	1082000003	144	2
3	1083000003	143	2
3	1084000003	143	2
3	1085000003	143	2
3	1087000003	142	2
3	1088000003	142	2
3	1089000003	141	2
3	1090000003	182	3
3	1091000003	141	2
3	1093000003	140	2
3	1094000003	139	2
3	1097000003	139	2
3	1098000003	139	2
3	1099000003	138	2
3	1100000003	138	2
3	1101000003	137	2
3	1102000003	137	2
3	1103000003	136	2
3	1104000003	136	2
3	1105000003	252	2
3	1107000003	134	2
3	1108000003	134	2
3	1109000003	134	2
3	1110000003	133	2
3	1112000003	133	2
3	1113000003	132	2
3	1114000003	132	2
3	1115000003	132	2
3	1117000003	131	2
3	1118000003	131	2
3	1119000003	131	2
3	1120000003	130	2
3	1121000003	130	2
3	1122000003	130	2
3	1123000003	130	2
3	1125000003	127	2
3	1127000003	127	2
3	1129000003	125	2
3	1131000003	124	2
3	1133000003	124	2
3	1135000003	123	2
3	1136000003	122	2
3	1137000003	122	2
3	1138000003	169	3
3	1139000003	120	2
3	1140000003	120	2
3	1141000003	119	2
3	1142000003	119	2
3	1143000003	118	2
3	1144000003	117	2
3	1145000003	115	2
3	1146000003	115	2
3	1147000003	115	2
3	1148000003	123	3
3	1149000003	114	2
3	1150000003	112	2
3	1151000003	111	2
3	1153000003	227	3
3	1155000003	110	2
3	1156000003	110	2
3	1157000003	110	2
3	1159000003	109	2
3	1161000003	109	2
3	1163000003	109	2
3	1164000003	108	2
3	1166000003	107	2
3	1167000003	106	2
3	1169000003	106	2
3	1170000003	105	2
3	1172000003	105	2
3	1174000003	105	2
3	1175000003	104	2
3	1176000003	104	2
3	1177000003	104	2
3	1178000003	103	2
3	1179000003	102	2
3	1181000003	101	2
3	1183000003	99	2
3	1184000003	131	3
3	1185000003	99	2
3	1187000003	98	2
3	1188000003	98	2
3	1189000003	98	2
3	1191000003	97	2
3	1192000003	143	2
3	1193000003	198	3
3	1195000003	95	2
3	1196000003	129	2
3	1197000003	94	2
3	1198000003	94	2
3	1199000003	94	2
3	1200000003	93	2
3	1201000003	93	2
1	1166000001	11208	3
1	1167000001	108	2
1	1168000001	108	2
1	1169000001	108	2
1	1170000001	107	2
1	1171000001	107	2
1	1172000001	106	2
1	1173000001	106	2
1	1174000001	105	2
1	1176000001	233	2
1	1178000001	103	2
1	1179000001	120	3
1	1180000001	348	4
1	1181000001	102	2
1	1183000001	100	2
1	1184000001	100	2
1	1185000001	99	2
1	1186000001	98	2
1	1187000001	146	3
1	1188000001	98	2
1	1189000001	98	2
1	1190000001	97	2
1	1191000001	97	2
1	1194000001	371	3
1	1195000001	96	2
1	1196000001	96	2
1	1197000001	96	2
1	1199000001	95	2
1	1201000001	94	2
1	1203000001	94	2
1	1204000001	94	2
1	1206000001	145	2
1	1207000001	93	2
